,ctarget
1708690,dos
536105,dos
4868256,normal
4386134,dos
1142643,dos
2092543,dos
4077140,dos
66324,normal
1691933,dos
4610847,dos
4496599,normal
3989553,dos
2449203,dos
3494899,dos
607921,dos
4843249,dos
409021,normal
3024104,dos
2115618,dos
3131469,dos
4360684,dos
4105990,dos
4863185,dos
753981,normal
3427147,normal
134322,normal
3061776,dos
4350172,dos
2544356,dos
2602257,dos
985763,dos
2179114,dos
4241180,dos
482769,dos
3361222,dos
537463,dos
278639,normal
537409,dos
3986405,dos
3946857,dos
1684796,dos
1374028,normal
3720278,dos
885909,normal
3987079,dos
1665141,dos
4168216,dos
2083734,dos
1095256,dos
988333,dos
4654387,dos
2488966,dos
3844282,dos
3065867,dos
3616900,dos
4627664,dos
2856932,dos
2740620,dos
148608,normal
3154118,dos
1583911,dos
2290588,dos
3374571,dos
1573345,dos
2762496,dos
443736,dos
4124692,dos
4852228,dos
4368109,dos
653702,dos
4297913,dos
2450318,dos
3190583,dos
1753810,dos
2500486,dos
2272745,dos
38637,normal
291428,normal
70062,normal
1684628,dos
1157045,dos
3839902,dos
4844554,dos
2059729,dos
2863799,dos
4253989,dos
736977,normal
4408714,dos
4486963,normal
1691675,dos
3099939,dos
164783,normal
3943914,dos
1267737,dos
4418746,dos
3004865,dos
671157,dos
430498,dos
1026032,normal
3102706,dos
2219810,dos
139695,normal
3164728,dos
3086935,dos
4532485,normal
2764064,dos
1115395,dos
2249296,dos
3557740,dos
2174080,dos
995358,dos
4548572,normal
613389,dos
4096316,dos
3233825,dos
4103140,dos
2076777,dos
42391,normal
2625731,dos
4498060,normal
3093975,dos
2913372,dos
2722167,dos
4509557,normal
3864573,dos
2463730,dos
2275004,dos
3720192,dos
4530516,normal
1701132,dos
4081156,dos
4463023,normal
784403,normal
1122299,dos
2201113,dos
2124768,dos
4095611,dos
4058274,dos
3707875,dos
412663,normal
1866178,dos
4374052,dos
3493901,dos
2837795,dos
3372211,dos
1868646,dos
3354721,dos
4575931,dos
3825303,dos
3106289,dos
2750307,dos
188888,normal
1604856,dos
2483088,dos
1558867,dos
1369109,normal
1521377,dos
716637,dos
1162775,dos
952392,dos
4308928,dos
1216124,dos
2427550,dos
3367679,dos
3184546,dos
599272,dos
1737698,dos
2361935,dos
4690869,dos
1295186,dos
2654153,dos
4786223,normal
792039,normal
2057549,dos
4582754,dos
4840221,dos
2180536,dos
169947,normal
57226,normal
3909775,dos
2595953,dos
4375222,dos
4083557,dos
4109243,dos
4701390,dos
16758,normal
3747226,dos
1982873,dos
2111981,dos
1396926,normal
4015676,dos
2048285,dos
4698427,dos
1623206,dos
4444802,dos
2305803,dos
3771242,dos
3777177,dos
4460319,normal
4276761,dos
1198544,dos
4655145,dos
869428,normal
4260266,dos
4719859,dos
1064307,dos
796900,normal
4199888,dos
2780977,dos
172554,normal
676566,dos
1879701,dos
584815,dos
518746,dos
1192004,dos
89572,dos
4186719,dos
3716458,dos
4086232,dos
4317965,dos
3795710,dos
1143424,dos
3646834,dos
3399906,normal
3682092,normal
3290266,dos
1728265,dos
4352099,dos
508951,normal
2833818,dos
4251814,dos
2495276,dos
2545873,dos
3695611,dos
464281,dos
3446334,normal
869246,normal
3480889,dos
1290217,dos
4348154,dos
1455831,normal
3973127,dos
2673282,dos
2976685,dos
4710056,dos
4642261,dos
810534,normal
3822094,dos
48602,normal
2536219,dos
4252196,dos
2488307,dos
3416427,normal
2476542,dos
3933443,dos
2004285,dos
1843385,dos
310098,normal
4167825,dos
2403038,dos
2057838,dos
4670677,dos
3295903,dos
2873585,dos
68813,normal
1308343,dos
1225780,dos
2427373,dos
1898480,dos
282874,normal
1419034,normal
1152636,dos
1070372,dos
4527797,normal
602838,dos
1425225,normal
4048524,dos
2224124,dos
607440,dos
1677779,dos
4837994,dos
4030114,dos
2634164,dos
3272008,dos
2292648,dos
1004411,dos
3052578,dos
2217992,dos
1338874,dos
560564,dos
2767287,dos
1331541,dos
2239504,dos
4179416,dos
2953374,dos
1467169,dos
163772,normal
1596839,dos
1177916,dos
1324210,dos
3158956,dos
1500485,dos
3034322,dos
3025199,dos
174552,normal
393170,normal
506469,normal
195618,normal
2707122,dos
2521310,dos
4763179,dos
3568694,dos
3525407,dos
276271,normal
1927080,dos
621742,dos
2687686,dos
2737513,dos
2645053,dos
993869,dos
2285677,dos
3986090,dos
560621,dos
3385890,dos
4742781,dos
4580926,dos
1143064,dos
2972935,dos
814672,normal
1049653,normal
2157485,dos
4139032,dos
2684236,dos
3663934,dos
3215371,dos
2804355,dos
4634219,dos
74362,normal
191945,normal
660710,dos
1735361,dos
3613284,dos
4775,normal
3669319,dos
2041014,dos
3360234,dos
774926,normal
1238162,dos
2160214,dos
1592325,dos
4052637,dos
4559255,dos
3699074,dos
2841511,dos
2881486,dos
4117215,dos
2250592,dos
1139186,dos
1135402,dos
2227846,dos
4809363,normal
3014529,dos
3485034,dos
1130723,dos
575299,dos
4535180,normal
2417095,dos
1747414,dos
9236,normal
3967617,dos
1614933,dos
3201631,dos
4318647,dos
4033194,dos
2156183,dos
2146639,dos
2459724,dos
2852058,dos
1805580,dos
3705131,dos
1871017,dos
836772,normal
4535608,normal
140139,normal
1377085,normal
2613122,dos
1696442,dos
2859342,dos
267304,normal
347499,normal
2555909,dos
75910,normal
2831862,dos
3865632,dos
3850626,dos
1840818,dos
2337887,dos
4148309,dos
1038030,normal
2701507,dos
2885165,dos
4273521,dos
415394,normal
800830,normal
1819147,dos
3189250,dos
60641,normal
3462097,dos
2541327,dos
1680727,dos
3212349,dos
4265647,dos
4576087,dos
4202223,dos
2607192,dos
3121668,dos
4256085,dos
2995985,dos
3117534,dos
949306,dos
4696056,dos
101365,dos
905653,dos
3980225,dos
733966,normal
4529142,normal
1495400,dos
2435217,dos
879724,normal
2816965,dos
3815411,dos
941236,dos
3340889,dos
2414155,dos
127113,normal
3966235,dos
1773087,dos
1193218,dos
1508954,dos
1590340,dos
4141495,dos
2593009,dos
4576043,dos
3208267,dos
2772452,dos
821367,normal
2186558,dos
2548728,dos
1509490,dos
4321529,dos
1942714,dos
1699376,dos
3146445,dos
2725715,dos
3501433,dos
2383385,dos
272800,normal
395394,normal
2655293,dos
2483759,dos
3607112,dos
2874821,dos
3839825,dos
3608464,dos
2777306,dos
4081161,dos
292139,normal
3989278,dos
326427,normal
2690173,dos
750416,normal
1642129,dos
4284614,dos
627625,dos
1506384,dos
3196945,dos
4526940,normal
78507,dos
1861256,dos
3592271,dos
848599,normal
2388398,dos
89686,dos
1424232,normal
8885,normal
337935,normal
2560987,dos
4765353,normal
710119,dos
872527,normal
882870,normal
3348405,dos
912819,dos
4602625,dos
2220774,dos
3604294,dos
84183,dos
4548985,normal
2962928,dos
2188734,dos
4573047,dos
1365113,normal
3688885,dos
1223514,dos
3008929,dos
3443302,normal
3232320,dos
4725601,dos
10638,normal
3120791,dos
3963902,dos
3647850,dos
2858495,dos
3766896,dos
480223,dos
4537626,normal
1282607,dos
400645,normal
4108094,dos
2603311,dos
3872882,dos
1381436,normal
4572295,dos
1624322,dos
267983,normal
1440793,normal
3390045,dos
1750752,dos
2750014,dos
3802157,dos
4522668,normal
585029,dos
2258308,dos
675403,dos
3340102,dos
1284510,dos
2161135,dos
126142,normal
4678435,dos
1048249,normal
1922180,dos
2325490,dos
830966,normal
972782,dos
1574480,dos
837442,normal
1171695,dos
3143939,dos
3642810,dos
2358168,dos
1460424,normal
2357449,dos
3971528,dos
2367659,dos
1398906,normal
2846043,dos
2172312,dos
1520059,dos
2715479,dos
3567156,dos
2016445,dos
1759750,dos
2097297,dos
1289688,dos
3967750,dos
4235072,dos
3173947,dos
3402672,normal
581602,dos
1754346,dos
1742863,dos
862547,normal
1120724,dos
1830477,dos
1682832,dos
1654996,dos
1825296,dos
758694,normal
1332599,dos
2622856,dos
2232221,dos
1526889,dos
3202953,dos
1700537,dos
2089564,dos
1982998,dos
3262980,dos
917581,dos
3178537,dos
2161456,dos
2613547,dos
1382700,probe
1688093,dos
643318,dos
2511114,dos
4594370,dos
2845821,dos
2494054,dos
4162792,dos
4583988,dos
614502,dos
1036056,normal
934797,dos
592087,dos
2463769,dos
3473188,dos
953710,dos
2836036,dos
3356744,dos
3046705,dos
1645772,dos
2248178,dos
1645866,dos
52983,normal
1050626,normal
296140,normal
1339445,dos
2125518,dos
3787961,dos
2428676,dos
2841420,dos
4316409,dos
8594,normal
4729199,dos
4408916,dos
4497904,normal
4800145,normal
1331213,dos
2586199,dos
585261,dos
2646606,dos
4670584,dos
2378322,dos
1307118,dos
1797589,dos
1327980,dos
4326901,dos
23393,normal
1166121,dos
1927215,dos
4066611,dos
2180550,dos
732148,normal
3090033,dos
3613189,dos
2271562,dos
2808127,dos
4664856,dos
1132659,dos
2388480,dos
2518054,dos
73143,normal
3673055,dos
3399367,normal
29895,normal
4140675,dos
2277825,dos
2319748,dos
3695403,dos
1187298,dos
4101995,dos
4780831,normal
4626465,dos
4348230,dos
2151148,dos
3427155,normal
4831130,normal
3063524,dos
688535,dos
4766872,normal
3872989,dos
1797480,dos
2583872,dos
4551469,normal
1667997,dos
3483113,dos
384269,normal
1917035,dos
3912694,dos
3421114,normal
2956073,dos
3931394,dos
2208726,dos
511543,normal
4251432,dos
1850053,dos
2461867,dos
3281046,dos
547404,dos
3524369,dos
3499088,dos
4748911,dos
3749351,dos
2205094,dos
4588946,dos
4873201,normal
1569306,dos
3287570,dos
3493519,dos
1382948,probe
1231164,dos
2301970,dos
196604,normal
3832156,dos
2319701,dos
1548149,dos
4535888,normal
2584954,dos
4363959,dos
3912632,dos
2388741,dos
4044625,dos
1486514,dos
3192999,dos
686327,dos
774244,normal
1053494,normal
2059642,dos
2623471,dos
3351973,dos
3584654,dos
3705588,dos
2028840,dos
4842063,dos
4623888,dos
2578384,dos
4532000,normal
3789852,dos
605135,dos
3193931,dos
1191392,dos
1118068,dos
3284009,dos
1967206,dos
4052609,dos
3872064,dos
1827318,dos
2797319,dos
1242744,dos
4010091,dos
2171159,dos
3346627,dos
3582083,dos
4261695,dos
3795215,dos
1367096,normal
841202,normal
2153227,dos
1285976,dos
3060138,dos
4065214,dos
1282899,dos
1748485,dos
570694,dos
3726257,dos
1810532,dos
1195490,dos
4203861,dos
379512,normal
2228371,dos
2198650,dos
3941424,dos
2693440,dos
2438188,dos
4221189,dos
4824475,normal
42858,normal
2286171,dos
1483717,dos
4835800,dos
3879239,dos
4054758,dos
1007670,dos
3498465,dos
4666303,dos
1254414,dos
1074378,dos
3932590,dos
1892669,dos
2112058,dos
531507,dos
645681,dos
250000,normal
4686628,dos
1419723,normal
4812131,dos
2011185,dos
2390366,dos
622883,dos
3652610,dos
3503883,dos
3816391,dos
3918654,dos
4839806,dos
921120,dos
2928519,dos
4254188,dos
3600324,dos
3081707,dos
4586,normal
642466,dos
775435,normal
21491,normal
1922582,dos
4296284,dos
1885390,dos
2856860,dos
3631464,dos
2005880,dos
96204,dos
3392218,dos
1171546,dos
1633539,dos
4058128,dos
3735363,dos
4613709,dos
4360349,dos
1956305,dos
1512780,dos
3394292,dos
1404401,probe
509242,normal
2899946,dos
1596279,dos
2679553,dos
4154078,dos
359990,normal
3095549,dos
2358518,dos
2069086,dos
1872502,dos
3637119,dos
327889,normal
836044,normal
4646808,dos
1356600,normal
4268744,dos
3645864,dos
2851445,dos
2848165,dos
3551133,dos
2587490,dos
1421961,normal
366776,normal
4830750,normal
808212,normal
2226474,dos
4010171,dos
1981885,dos
2707883,dos
212501,normal
2420592,dos
4705732,dos
859696,normal
2680712,dos
2715902,dos
3940781,dos
4529031,normal
3374353,dos
3092902,dos
1811522,dos
964267,dos
2096317,dos
4231988,dos
371731,normal
2898940,dos
3879829,dos
3775874,dos
276083,normal
719326,dos
4771756,normal
1233948,dos
3487206,dos
1264620,dos
4793075,normal
3447247,normal
1831735,dos
730015,normal
3064457,dos
1086360,dos
2914539,dos
2878774,dos
2797952,dos
761685,normal
4784838,normal
878296,normal
93185,dos
1162956,dos
1472009,dos
703425,dos
3187706,dos
3984088,dos
771088,normal
2702278,dos
1880913,dos
1391075,normal
4632576,dos
4229327,dos
4833507,dos
990557,dos
1268399,dos
2303773,dos
285189,normal
654504,dos
2805347,dos
767981,normal
155960,normal
3543163,dos
4797690,normal
2938955,dos
803290,normal
1788084,dos
1763160,dos
2427196,dos
895249,probe
3186095,dos
971280,dos
4707305,dos
181204,normal
2963426,dos
3623815,dos
3549639,dos
4695963,dos
2977543,dos
2901454,dos
932484,dos
723474,normal
3811136,dos
1006727,dos
3625,normal
2713964,dos
1039306,normal
3882263,dos
4107071,dos
3224067,dos
586039,dos
3814710,dos
3451879,normal
1214346,dos
1453593,normal
3580766,dos
4574851,dos
2437443,dos
2146209,dos
464673,dos
4800163,normal
318809,normal
83698,dos
1429498,normal
715456,dos
2907003,dos
1683121,dos
1364188,normal
3544414,dos
523727,dos
4842089,dos
3200631,dos
4076476,dos
1686915,dos
847460,normal
3484654,dos
2593298,dos
3885281,dos
3837024,dos
365176,normal
3256732,dos
3597908,dos
4644214,dos
1260900,dos
3721511,dos
4539391,normal
3739515,dos
2806636,dos
1277459,dos
3523440,dos
2372839,dos
1602528,dos
2703884,dos
810340,normal
1788109,dos
4835452,dos
1983563,dos
4603340,dos
1576248,dos
3884219,dos
4417010,dos
2900898,dos
143663,normal
3496310,dos
4647845,dos
4574735,dos
3149656,dos
2661355,dos
4567421,dos
884210,normal
2123782,dos
2982209,dos
1585102,dos
2649036,dos
1662352,dos
2636573,dos
1740968,dos
1073474,dos
1698414,dos
2576432,dos
1709659,dos
1093432,dos
128276,normal
4695357,dos
2047874,dos
289342,normal
2576106,dos
3486565,dos
1492954,dos
3971155,dos
2281437,dos
3033554,dos
880891,normal
1822511,dos
993441,dos
2468829,dos
185043,normal
2321990,dos
553498,dos
409932,probe
1813200,dos
3090982,dos
3040357,dos
2546162,dos
938818,dos
1822403,dos
1979041,dos
1224030,dos
2489797,dos
4322055,dos
3569227,dos
2059786,dos
6280,normal
2337465,dos
277060,normal
2302022,dos
4103547,dos
1635848,dos
688272,dos
2148649,dos
482767,dos
4365375,dos
141060,normal
4880443,normal
4071059,dos
1995299,dos
3389988,dos
938703,dos
4662459,dos
2059306,dos
3026223,dos
4639514,dos
2519423,dos
3200920,dos
2029040,dos
200886,normal
2180990,dos
293857,normal
1540033,dos
2394520,dos
986038,dos
4573442,dos
3151149,dos
1285938,dos
3085187,dos
2423531,dos
2497206,dos
249455,normal
2408523,dos
3057825,dos
1899701,dos
1233993,dos
2390380,dos
4247233,dos
941180,dos
4220521,dos
2013849,dos
4772815,normal
2519830,dos
1215410,dos
4867090,dos
1850527,dos
1250365,dos
1297101,dos
4850495,dos
3114098,dos
3468936,dos
559894,dos
467514,dos
4341481,dos
1079735,dos
948540,dos
2186519,dos
1961498,dos
3968093,dos
3705923,dos
2502174,dos
3075459,dos
283224,normal
1258217,dos
1720982,dos
4896641,normal
4084144,dos
4159646,dos
846138,normal
3418874,normal
1435499,normal
4654850,dos
265293,probe
3844674,dos
3487181,dos
2608257,dos
461395,dos
4317521,dos
185554,normal
3780966,dos
65692,normal
1267211,dos
2574046,dos
2289803,dos
3035229,dos
3957399,dos
792239,normal
483300,dos
700189,dos
2056348,dos
4353092,dos
1277201,dos
3036213,dos
2513380,dos
105199,dos
1888911,dos
3837901,dos
3565172,dos
2769124,dos
3467803,dos
2263493,dos
3836882,dos
2920645,dos
1083262,dos
3500216,dos
536988,dos
3751818,dos
559272,dos
3022853,dos
521542,dos
2013782,dos
3218817,dos
3408990,normal
3296800,dos
4109539,dos
187580,normal
3582632,dos
2061736,dos
4752400,dos
523951,dos
1550909,dos
2616749,dos
1073940,dos
3709696,dos
4637222,dos
1831989,dos
3792430,dos
4451640,dos
4388639,dos
3495358,dos
2672993,dos
904875,dos
72463,normal
2787017,dos
4798022,normal
1997875,dos
1806518,dos
2650840,dos
4118022,dos
3056461,dos
3669331,dos
842316,probe
3580553,dos
4294703,dos
3501913,dos
2122619,dos
4005385,dos
1591476,dos
4678263,dos
3905469,dos
1945310,dos
4153734,dos
4228073,dos
3389416,dos
4872581,normal
3019495,dos
1220765,dos
3009317,dos
2743784,dos
80003,dos
2819801,dos
3690062,dos
3141773,dos
4692718,dos
1113309,dos
55134,normal
4411690,dos
4086122,dos
2326390,dos
4344474,dos
2072780,dos
3018830,dos
1690127,dos
2558868,dos
4206199,dos
1508413,dos
835642,normal
3356184,dos
2343349,dos
3318067,dos
711921,dos
4358518,dos
3570259,dos
119067,normal
2975817,dos
4048976,dos
4813004,dos
2565300,dos
1433776,normal
521710,dos
4721487,dos
782560,normal
3195647,dos
1712237,dos
89268,dos
113758,dos
2991500,dos
917668,dos
1285563,dos
2491591,dos
152326,normal
3916898,dos
241795,normal
1982285,dos
683230,dos
324250,normal
2504158,dos
3060339,dos
1799330,dos
1355479,normal
624027,dos
4093990,dos
3434540,normal
1561459,dos
1317866,dos
4430665,dos
3419038,normal
1872250,dos
946284,dos
1980197,dos
3266275,dos
3648510,dos
3755241,dos
25414,normal
4103968,dos
2765853,dos
3467609,dos
4796850,normal
2549856,dos
498216,normal
1693225,dos
4663444,dos
1513687,dos
1318535,dos
208524,normal
3335774,dos
4116095,dos
1179694,dos
2701290,dos
2936022,dos
4340582,dos
631826,dos
1093525,dos
785360,normal
3098541,dos
2629597,dos
1537785,dos
3253837,dos
4445295,dos
2697183,dos
4264983,dos
3507503,dos
3824051,dos
1531233,dos
1672909,dos
3970289,dos
3486004,dos
2337722,dos
2015601,dos
3890055,dos
168978,normal
2650877,dos
4211041,dos
3075489,dos
2129492,dos
2018839,dos
4392052,dos
2129159,dos
3373806,dos
3577842,dos
3859759,dos
3889025,dos
2512493,dos
128538,normal
3265735,dos
3491185,dos
1963751,dos
72769,normal
3617692,dos
4366102,dos
2101829,dos
3574172,dos
2403822,dos
951223,dos
1203620,dos
2130970,dos
665929,dos
1794672,dos
1784879,dos
4309968,dos
1358421,normal
4015428,dos
4217758,dos
4094476,dos
580355,dos
3084467,dos
3670031,dos
3618572,dos
137464,normal
4337248,dos
4221526,dos
539540,dos
2569602,dos
1515088,dos
2810835,dos
3289471,dos
4712409,dos
4745926,dos
553276,dos
4176806,dos
4501061,normal
3372427,dos
1979603,dos
1947295,dos
4270849,dos
995534,dos
1487680,dos
2168167,dos
2624844,dos
1231702,dos
1126931,dos
647426,dos
145619,normal
2554194,dos
2203025,dos
3640036,dos
1603049,dos
556163,dos
1169226,dos
597810,dos
3863562,dos
3832435,dos
2201783,dos
2791884,dos
3121283,dos
2964630,dos
912501,dos
4137417,dos
609285,dos
195147,normal
3859015,dos
2549540,dos
3044916,dos
1833132,dos
3697207,dos
4284060,dos
1646289,dos
3825556,dos
340999,normal
632632,dos
562131,dos
4175333,dos
3517152,dos
3200730,dos
1462031,probe
1674631,dos
1112268,dos
3062195,dos
2439772,dos
2256626,dos
2673560,dos
2324213,dos
924492,dos
3168739,dos
2422841,dos
1036523,normal
2036815,dos
4454409,dos
2191331,dos
3720193,dos
2246761,dos
1468086,dos
3705152,dos
3189634,dos
3360570,dos
1769132,dos
3294257,dos
2092166,dos
4625042,dos
4816332,dos
4202978,dos
2150917,dos
2466752,dos
4046856,dos
176215,normal
3053030,dos
1750875,dos
4131253,dos
1833742,dos
2016168,dos
4774013,normal
3694934,dos
3776658,dos
3238628,dos
884272,normal
181156,normal
1747821,dos
1156464,dos
2655643,dos
3599647,dos
3789520,dos
4236949,dos
572397,dos
161601,normal
1865804,dos
3809050,dos
1739320,dos
4694587,dos
1362554,normal
3679131,normal
2607728,dos
3302568,dos
1271280,dos
996665,dos
590979,dos
3048864,dos
1204180,dos
3563517,dos
3626173,dos
2869726,dos
105704,dos
2508720,dos
4631667,dos
455357,dos
3459155,dos
1280546,dos
1596661,dos
2607435,dos
2044040,dos
1091224,dos
2803179,dos
3394376,dos
2197214,dos
4833794,dos
4300562,dos
3747279,dos
4128470,dos
3431687,normal
3342200,dos
3988704,dos
1114099,dos
4685509,dos
1703192,dos
2285620,dos
4540394,normal
2955490,dos
4068070,dos
426613,dos
3523183,dos
933131,dos
1244769,dos
1616711,dos
1699405,dos
1304401,dos
4411325,dos
859550,normal
3249587,dos
2919844,dos
2856435,dos
3430554,normal
1230655,dos
3933976,dos
180377,normal
2616419,dos
121788,normal
334446,normal
2218862,dos
3505635,dos
652168,dos
4286474,dos
4786484,normal
4695137,dos
3361780,dos
1951214,dos
1918885,dos
3139099,dos
3309765,dos
4789913,normal
4689605,dos
355860,normal
3577956,dos
4122253,dos
4512394,normal
4047135,dos
1876056,dos
2601764,dos
3052764,dos
3807303,dos
2366974,dos
3641893,dos
3735928,dos
4789276,normal
4289057,dos
4447794,dos
263427,normal
2236743,dos
1223121,dos
978767,dos
1359191,normal
4463404,normal
4839286,dos
1870400,dos
1329799,dos
3405514,normal
1493751,dos
1504013,dos
3113871,dos
4652720,dos
963668,dos
4420406,dos
1432777,normal
791048,normal
3308551,dos
777699,normal
249518,normal
2139670,dos
4174268,dos
2061560,dos
1648302,dos
3357485,dos
4480676,normal
3615663,dos
4675068,dos
1057723,normal
4279091,dos
3996219,dos
2181502,dos
4218052,dos
2942024,dos
4717007,dos
4812745,dos
4280697,dos
39222,normal
1338480,dos
275991,normal
1915056,dos
218029,normal
3004039,dos
1579489,dos
2205235,dos
4017472,dos
515588,normal
